,both_word,rel_freq,rel_doc_freq,irr_freq,irr_doc_freq
1985,flagship,1,1,30,17
1986,santa,1,1,30,13
1987,fugitive,1,1,30,13
1988,amsterdam,1,1,30,11
1989,marked,1,1,29,29
1990,fulfilling,1,1,29,18
1991,processed,1,1,29,18
1992,walls,1,1,29,17
1993,calculator,1,1,29,15
1994,flights,1,1,29,9
1995,uganda,1,1,29,9
1996,book,1,1,28,41
1997,begun,1,1,28,20
1998,cargo,1,1,28,11
1999,agroforestry,1,1,28,8
2000,redesigned,1,1,27,17
2001,varying,1,1,27,17
2002,occupancy,1,1,27,15
2003,scaled,1,1,27,14
2004,timeframe,1,1,27,13
2005,sinks,1,1,27,13
2006,profit,1,1,26,59
2007,linear,1,1,26,18
2008,congo,1,1,26,17
2009,exclusively,1,1,26,16
2010,machinery,1,1,26,15
2011,liquefied,1,1,26,10
2012,divested,1,1,26,9
2013,beneﬁ,1,1,26,3
2014,export,1,1,25,25
2015,seat,1,1,25,24
2016,elsewhere,1,1,25,22
2017,oils,1,1,25,20
2018,groundbreaking,1,1,25,18
2019,preservation,1,1,25,17
2020,parking,1,1,25,15
2021,laptop,1,1,25,10
2022,hydrocarbons,1,1,25,7
2023,comfort,1,1,24,38
2024,vegetable,1,1,24,21
2025,packaged,1,1,24,20
2026,compensate,1,1,24,20
2027,consisting,1,1,24,16
2028,province,1,1,24,16
2029,mandates,1,1,24,14
2030,overarching,1,1,24,13
2031,entertainment,1,1,24,10
2032,scotland,1,1,24,8
2033,btus,1,1,24,5
2034,extra,1,1,23,49
2035,border,1,1,23,25
2036,fueling,1,1,23,16
2037,insulation,1,1,23,15
2038,electrifying,1,1,23,10
2039,football,1,1,23,9
2040,procuring,1,1,22,18
2041,variations,1,1,22,16
2042,dozens,1,1,22,15
2043,choosing,1,1,22,15
2044,complementary,1,1,22,13
2045,prevented,1,1,22,12
2046,levers,1,1,22,10
2047,franchisees,1,1,22,2
2048,emerge,1,1,21,53
2049,remainder,1,1,21,17
2050,acquiring,1,1,21,15
2051,totaled,1,1,21,13
2052,multiyear,1,1,21,12
2053,taiwan,1,1,21,10
2054,mixes,1,1,21,8
2055,meanwhile,1,1,21,8
2056,iucn,1,1,21,7
2057,dutch,1,1,21,5
2058,grasberg,1,1,21,1
2059,reaches,1,1,20,38
2060,route,1,1,20,30
2061,spans,1,1,20,16
2062,engineered,1,1,20,14
2063,pallets,1,1,20,13
2064,empty,1,1,20,13
2065,gulf,1,1,20,13
2066,boilers,1,1,20,12
2067,studio,1,1,20,12
2068,principally,1,1,20,12
2069,motors,1,1,20,12
2070,exterior,1,1,20,8
2071,refineries,1,1,20,5
2072,ncs,1,1,20,4
2073,whq,1,1,20,1
2074,formation,1,1,19,66
2075,roads,1,1,19,22
2076,analyzes,1,1,19,16
2077,captures,1,1,19,15
2078,outlining,1,1,19,14
2079,translates,1,1,19,13
2080,airports,1,1,19,8
2081,dublin,1,1,19,6
2082,dependence,1,1,18,38
2083,worst,1,1,18,20
2084,blended,1,1,18,13
2085,lightweight,1,1,18,12
2086,licensing,1,1,18,12
2087,mitigated,1,1,18,11
2088,england,1,1,18,10
2089,glasgow,1,1,18,10
2090,rpet,1,1,18,10
2091,southwestern,1,1,18,7
2092,priceless,1,1,18,2
2093,clara,1,1,17,36
2094,agent,1,1,17,29
2095,envision,1,1,17,14
2096,modular,1,1,17,13
2097,destruction,1,1,17,12
2098,iraq,1,1,17,5
2099,supercharger,1,1,17,1
2100,oman,1,1,16,38
2101,passed,1,1,16,26
2102,proof,1,1,16,25
2103,fly,1,1,16,15
2104,sampling,1,1,16,15
2105,shutdown,1,1,16,15
2106,constructed,1,1,16,14
2107,burned,1,1,16,11
2108,spanish,1,1,16,11
2109,cumulatively,1,1,16,9
2110,reactors,1,1,16,8
2111,leds,1,1,16,7
2112,bonds,1,1,16,7
2113,electrolysis,1,1,16,6
2114,rotterdam,1,1,16,4
2115,grandpuits,1,1,16,2
2116,retrofit,1,1,15,20
2117,lifting,1,1,15,17
2118,biofuel,1,1,15,15
2119,pieces,1,1,15,12
2120,neighboring,1,1,15,11
2121,smith,1,1,15,11
2122,banking,1,1,15,10
2123,signiﬁ,1,1,15,3
2124,paired,1,1,14,21
2125,actually,1,1,14,16
2126,navigation,1,1,14,8
2127,mountain,1,1,14,8
2128,crude,1,1,14,8
2129,completions,1,1,14,6
2130,reforming,1,1,14,5
2131,haulage,1,1,14,3
2132,bridging,1,1,13,12
2133,yielded,1,1,13,12
2134,leasing,1,1,13,12
2135,achieves,1,1,13,11
2136,prevents,1,1,13,11
2137,annualized,1,1,13,10
2138,avoids,1,1,13,10
2139,commenced,1,1,13,9
2140,traveling,1,1,13,8
2141,memory,1,1,13,8
2142,chargers,1,1,13,8
2143,passive,1,1,13,6
2144,leases,1,1,12,24
2145,density,1,1,12,14
2146,embarked,1,1,12,11
2147,cluster,1,1,12,11
2148,tanks,1,1,12,10
2149,removes,1,1,12,10
2150,consumes,1,1,12,10
2151,impressive,1,1,12,9
2152,greening,1,1,12,9
2153,repurposing,1,1,12,9
2154,vcs,1,1,12,8
2155,electrified,1,1,12,7
2156,nordic,1,1,12,6
2157,vppas,1,1,12,6
2158,intermittent,1,1,12,4
2159,floating,1,1,12,3
2160,mpg,1,1,12,2
2161,cape,1,1,11,51
2162,buyer,1,1,11,26
2163,stood,1,1,11,24
2164,underscore,1,1,11,20
2165,lifespan,1,1,11,9
2166,unites,1,1,11,9
2167,surfaces,1,1,11,9
2168,terrestrial,1,1,11,8
2169,allocating,1,1,11,8
2170,issuance,1,1,11,8
2171,recovering,1,1,11,8
2172,livestock,1,1,11,4
2173,flared,1,1,11,3
2174,dispatchable,1,1,11,2
2175,couple,1,1,10,32
2176,competitor,1,1,10,18
2177,boiler,1,1,10,16
2178,wells,1,1,10,10
2179,chips,1,1,10,10
2180,existence,1,1,10,8
2181,optimizes,1,1,10,8
2182,tariffs,1,1,10,8
2183,unforeseen,1,1,10,7
2184,maritime,1,1,10,6
2185,reservoirs,1,1,10,6
2186,coolers,1,1,10,3
2187,gtf,1,1,10,1
2188,rhode,1,1,10,1
2189,economical,1,1,9,31
2190,floors,1,1,9,9
2191,nevertheless,1,1,9,7
2192,blends,1,1,9,7
2193,mmbtu,1,1,9,5
2194,roofs,1,1,9,5
2195,venezuela,1,1,9,5
2196,engie,1,1,9,5
2197,eacs,1,1,9,4
2198,swedish,1,1,9,3
2199,rider,1,1,9,3
2200,logging,1,1,9,3
2201,fintech,1,1,9,2
2202,absorbed,1,1,9,2
2203,hyco,1,1,9,2
2204,snepco,1,1,9,1
2205,mède,1,1,9,1
2206,assumption,1,1,8,47
2207,technique,1,1,8,39
2208,marginal,1,1,8,23
2209,paving,1,1,8,8
2210,intensified,1,1,8,7
2211,louisville,1,1,8,6
2212,allowances,1,1,8,6
2213,routing,1,1,8,6
2214,farmland,1,1,8,6
2215,rebuilt,1,1,8,6
2216,gaming,1,1,8,5
2217,predecessor,1,1,8,4
2218,hpc,1,1,8,2
2219,liquide,1,1,8,1
2220,ccgt,1,1,8,1
2221,affirm,1,1,7,25
2222,hfc,1,1,7,21
2223,kansas,1,1,7,8
2224,reservoir,1,1,7,8
2225,displacing,1,1,7,7
2226,seconds,1,1,7,5
2227,maturing,1,1,7,5
2228,emits,1,1,7,4
2229,hyderabad,1,1,7,4
2230,drag,1,1,7,3
2231,iceland,1,1,7,3
2232,mangrove,1,1,7,3
2233,harvesters,1,1,7,1
2234,cardholders,1,1,7,1
2235,belt,1,1,6,11
2236,amendment,1,1,6,8
2237,powertrain,1,1,6,6
2238,lamps,1,1,6,6
2239,optimally,1,1,6,6
2240,chillers,1,1,6,6
2241,catchment,1,1,6,5
2242,hydraulic,1,1,6,4
2243,cambridge,1,1,6,4
2244,commensurate,1,1,6,4
2245,bandwidth,1,1,6,3
2246,sunshine,1,1,6,3
2247,adapter,1,1,6,3
2248,ovens,1,1,6,3
2249,loader,1,1,6,2
2250,carboncure,1,1,6,2
2251,oaks,1,1,6,1
2252,orencia,1,1,6,1
2253,europacific,1,1,6,1
2254,fid,1,1,5,58
2255,loaded,1,1,5,17
2256,namely,1,1,5,5
2257,closest,1,1,5,5
2258,proposes,1,1,5,5
2259,boosted,1,1,5,5
2260,forklifts,1,1,5,5
2261,absorption,1,1,5,4
2262,presently,1,1,5,4
2263,endurance,1,1,5,4
2264,amounting,1,1,5,4
2265,hydrotreated,1,1,5,3
2266,diode,1,1,5,3
2267,icao,1,1,5,2
2268,stellantis,1,1,5,2
2269,moissy,1,1,5,1
2270,yunlin,1,1,5,1
2271,shut,1,1,4,21
2272,sink,1,1,4,19
2273,honey,1,1,4,8
2274,shorten,1,1,4,7
2275,martinez,1,1,4,4
2276,contiguous,1,1,4,4
2277,shredded,1,1,4,4
2278,signifying,1,1,4,4
2279,lieu,1,1,4,3
2280,kitchens,1,1,4,3
2281,therms,1,1,4,3
2282,manure,1,1,4,3
2283,greenchill,1,1,4,3
2284,supplementing,1,1,4,3
2285,gigaton,1,1,4,3
2286,configured,1,1,4,2
2287,standby,1,1,4,2
2288,saft,1,1,4,2
2289,otalenergies,1,1,4,2
2290,meantime,1,1,4,2
2291,bpx,1,1,4,1
2292,lindsey,1,1,4,1
2293,hbc,1,1,3,28
2294,kilometer,1,1,3,18
2295,hydrofluorocarbon,1,1,3,13
2296,frontier,1,1,3,8
2297,restart,1,1,3,7
2298,revolutionize,1,1,3,6
2299,neutralize,1,1,3,6
2300,residue,1,1,3,5
2301,commemorate,1,1,3,3
2302,corsia,1,1,3,3
2303,beehives,1,1,3,3
2304,dispatched,1,1,3,3
2305,structurally,1,1,3,3
2306,atop,1,1,3,3
2307,hybrids,1,1,3,2
2308,breda,1,1,3,2
2309,airspace,1,1,3,2
2310,airframe,1,1,3,2
2311,stamping,1,1,3,2
2312,triangle,1,1,3,2
2313,partly,1,1,3,2
2314,morgan,1,1,3,2
2315,maximized,1,1,3,2
2316,guangzhou,1,1,3,2
2317,offtake,1,1,3,1
2318,slag,1,1,3,1
2319,doconomy,1,1,3,1
2320,mangroves,1,1,3,1
2321,penang,1,1,3,1
2322,arthur,1,1,2,17
2323,asics,1,1,2,9
2324,northwestern,1,1,2,3
2325,planes,1,1,2,3
2326,windfarm,1,1,2,3
2327,azul,1,1,2,3
2328,iae,1,1,2,2
2329,absorbing,1,1,2,2
2330,cookstoves,1,1,2,2
2331,nicaragua,1,1,2,2
2332,signaling,1,1,2,2
2333,biophilic,1,1,2,2
2334,proportionally,1,1,2,2
2335,conversely,1,1,2,2
2336,variances,1,1,2,2
2337,azerbaijan,1,1,2,2
2338,peruvian,1,1,2,2
2339,highways,1,1,2,2
2340,norwegian,1,1,2,2
2341,alternating,1,1,2,2
2342,complexes,1,1,2,2
2343,sesto,1,1,2,1
2344,fegersheim,1,1,2,1
2345,alcobendas,1,1,2,1
2346,greenwich,1,1,2,1
2347,cvt,1,1,2,1
2348,icelandic,1,1,2,1
2349,fallon,1,1,2,1
2350,chassis,1,1,2,1
2351,tunnels,1,1,2,1
2352,fpso,1,1,2,1
2353,prelude,1,1,2,1
2354,masshylia,1,1,2,1
2355,fonroche,1,1,2,1
2356,biogaz,1,1,2,1
2357,gabon,1,1,2,1
2358,incent,1,1,1,50
2359,eaten,1,1,1,29
2360,leum,1,1,1,20
2361,musi,1,1,1,10
2362,lax,1,1,1,9
2363,boarded,1,1,1,7
2364,kinetic,1,1,1,6
2365,redevelop,1,1,1,5
2366,preem,1,1,1,4
2367,thirty,1,1,1,4
2368,violet,1,1,1,4
2369,drivetrain,1,1,1,3
2370,mineralization,1,1,1,3
2371,sunny,1,1,1,3
2372,hopeful,1,1,1,3
2373,borehole,1,1,1,3
2374,amazonian,1,1,1,2
2375,omaha,1,1,1,2
2376,orinoco,1,1,1,2
2377,traps,1,1,1,1
2378,bracknell,1,1,1,1
2379,gurgaon,1,1,1,1
2380,gurugram,1,1,1,1
2381,loaders,1,1,1,1
2382,barrera,1,1,1,1
2383,turbofans,1,1,1,1
2384,gtftm,1,1,1,1
2385,carbonpoint,1,1,1,1
2386,dozers,1,1,1,1
2387,centerpiece,1,1,1,1
2388,eneco,1,1,1,1
2389,videoconferencing,1,1,1,1
2390,ecolytiq,1,1,1,1
2391,orca,1,1,1,1
2392,ecm,1,1,1,1
2393,uninterruptible,1,1,1,1
2394,airflow,1,1,1,1
2395,emissionsa,1,1,1,1
2396,improvementsa,1,1,1,1
2397,concurrently,1,1,1,1
2398,roanoke,1,1,1,1
2399,bridgman,1,1,1,1
2400,increments,1,1,1,1
2401,expiring,1,1,1,1
2402,petitioned,1,1,1,1
2403,parklifetm,1,1,1,1
2404,kenyan,1,1,1,1
2405,kwinana,1,1,1,1
2406,norco,1,1,1,1
2407,fredericia,1,1,1,1
2408,empire,1,1,1,1
2409,beacon,1,1,1,1
2410,overhauled,1,1,1,1
2411,emitters,1,1,1,1
2412,humberside,1,1,1,1
2413,routed,1,1,1,1
2414,indonesians,1,1,1,1
2415,hydroelectricity,1,1,1,1
2416,peatlands,1,1,1,1
2417,thornton,1,1,1,1
2418,outfitted,1,1,1,1
2419,iberdrola,1,1,1,1
2420,totalling,1,1,1,1
2421,remodeled,1,1,1,1
2422,kilowatts,1,1,1,1
