,irr_word,irr_freq,irr_doc_freq
12283,centralize,2,23
12284,motions,2,23
12285,bos,2,22
12286,declare,2,22
12287,resist,2,22
12288,nerstone,2,22
12289,locks,2,22
12290,sge,2,22
12291,yu,2,22
12292,pue,2,22
12293,tractive,2,21
12294,constraint,2,21
12295,wbc,2,21
12296,holly,2,21
12297,ecs,2,21
12298,ersc,2,21
12299,carbonizing,2,20
12300,xin,2,20
12301,credited,2,20
12302,coat,2,20
12303,pointed,2,20
12304,vests,2,20
12305,greene,2,20
12306,liveries,2,20
12307,ordinary,2,20
12308,apprentice,2,19
12309,bpa,2,19
12310,pco,2,19
12311,sics,2,18
12312,hail,2,18
12313,carbons,2,18
12314,lma,2,18
12315,simultaneous,2,18
12316,citing,2,18
12317,joules,2,17
12318,sbu,2,17
12319,valle,2,17
12320,endanger,2,17
12321,dun,2,16
12322,credential,2,16
12323,nose,2,16
12324,drill,2,16
12325,dac,2,16
12326,ramp,2,16
12327,rps,2,16
12328,psi,2,16
12329,agnostic,2,16
12330,giz,2,16
12331,helm,2,15
12332,snap,2,15
12333,tuc,2,15
12334,silico,2,15
12335,obstacle,2,15
12336,irb,2,14
12337,hack,2,14
12338,degrade,2,14
12339,applicant,2,14
12340,waterway,2,14
12341,aises,2,14
12342,artist,2,14
12343,rugs,2,14
12344,discard,2,14
12345,carto,2,13
12346,cola,2,13
12347,embark,2,13
12348,agra,2,13
12349,induce,2,13
12350,foresee,2,13
12351,angers,2,13
12352,nil,2,12
12353,reto,2,12
12354,hunt,2,12
12355,sincere,2,12
12356,hive,2,12
12357,kent,2,12
12358,bien,2,11
12359,relaunch,2,11
12360,bonized,2,11
12361,agm,2,11
12362,structuring,2,11
12363,hait,2,11
12364,sos,2,11
12365,expire,2,11
12366,awe,2,11
12367,lotte,2,11
12368,angle,2,11
12369,slide,2,11
12370,strained,2,11
12371,sud,2,10
12372,sena,2,10
12373,toe,2,10
12374,hereof,2,10
12375,sba,2,10
12376,liu,2,10
12377,wac,2,10
12378,pronoun,2,10
12379,stp,2,10
12380,alto,2,10
12381,bv,2,10
12382,insure,2,10
12383,avoidable,2,10
12384,eid,2,10
12385,witness,2,10
12386,recap,2,9
12387,roth,2,9
12388,creator,2,9
12389,rover,2,9
12390,funder,2,9
12391,discontinue,2,9
12392,grave,2,9
12393,sota,2,9
12394,garm,2,9
12395,segregate,2,9
12396,slides,2,9
12397,seeker,2,9
12398,telling,2,9
12399,regime,2,9
12400,bf,2,9
12401,lips,2,9
12402,hmi,2,9
12403,ionizing,2,9
12404,ndc,2,8
12405,brick,2,8
12406,avat,2,8
12407,afro,2,8
12408,mover,2,8
12409,requisite,2,8
12410,absent,2,8
12411,ungp,2,8
12412,technologist,2,8
12413,fitted,2,8
12414,performer,2,8
12415,stakes,2,8
12416,esters,2,8
12417,loren,2,8
12418,shock,2,8
12419,curt,2,8
12420,aspirin,2,8
12421,devastate,2,8
12422,hives,2,7
12423,cautions,2,7
12424,resell,2,7
12425,toll,2,7
12426,idt,2,7
12427,lpa,2,7
12428,disinfect,2,7
12429,sync,2,7
12430,evolutionary,2,7
12431,bell,2,7
12432,weave,2,7
12433,hsa,2,7
12434,drain,2,7
12435,searched,2,7
12436,determinant,2,7
12437,eira,2,7
12438,destroy,2,7
12439,interfere,2,7
12440,iem,2,7
12441,melting,2,7
12442,topping,2,7
12443,threatening,2,7
12444,nano,2,7
12445,revamp,2,7
12446,oak,2,7
12447,brew,2,7
12448,globes,2,7
12449,ttm,2,7
12450,irf,2,7
12451,distract,2,7
12452,anonymize,2,7
12453,pouch,2,7
12454,garner,2,7
12455,lifts,2,7
12456,stains,2,6
12457,rtc,2,6
12458,sung,2,6
12459,cma,2,6
12460,converge,2,6
12461,kba,2,6
12462,jd,2,6
12463,csa,2,6
12464,opd,2,6
12465,pointing,2,6
12466,bria,2,6
12467,dye,2,6
12468,mouth,2,6
12469,sku,2,6
12470,marketer,2,6
12471,duran,2,6
12472,refuel,2,6
12473,incinerator,2,6
12474,easa,2,6
12475,spice,2,6
12476,scam,2,6
12477,psu,2,6
12478,allied,2,6
12479,aira,2,6
12480,eko,2,6
12481,functionally,2,6
12482,brother,2,6
12483,redeploy,2,6
12484,graphs,2,6
12485,sunset,2,5
12486,tribe,2,5
12487,taches,2,5
12488,trader,2,5
12489,vinci,2,5
12490,endnote,2,5
12491,scents,2,5
12492,woods,2,5
12493,affirmed,2,5
12494,tga,2,5
12495,shuttle,2,5
12496,linda,2,5
12497,mack,2,5
12498,truckload,2,5
12499,scene,2,5
12500,icc,2,5
12501,fad,2,5
12502,undo,2,5
12503,bids,2,5
12504,solo,2,5
12505,carcinogen,2,5
12506,cage,2,5
12507,finalist,2,5
12508,lgbtiq,2,5
12509,cme,2,5
12510,deadline,2,5
12511,withhold,2,5
12512,blowing,2,5
12513,edward,2,5
12514,packet,2,5
12515,operability,2,5
12516,bleed,2,5
12517,nesc,2,5
12518,laa,2,5
12519,biased,2,5
12520,railway,2,5
12521,glean,2,5
12522,bari,2,5
12523,afra,2,5
12524,arches,2,5
12525,worry,2,5
12526,zip,2,5
12527,cow,2,5
12528,flush,2,5
12529,unload,2,5
12530,cutaneous,2,4
12531,enthusiastic,2,4
12532,gga,2,4
12533,naf,2,4
12534,christophe,2,4
12535,aisle,2,4
12536,qc,2,4
12537,dx,2,4
12538,thru,2,4
12539,reps,2,4
12540,aviv,2,4
12541,ncg,2,4
12542,coastline,2,4
12543,metallic,2,4
12544,insured,2,4
12545,formulator,2,4
12546,underlie,2,4
12547,reintroduce,2,4
12548,rollover,2,4
12549,altering,2,4
12550,mud,2,4
12551,layout,2,4
12552,transcend,2,4
12553,equivalence,2,4
12554,brains,2,4
12555,organizer,2,4
12556,terawatt,2,4
12557,wang,2,4
12558,impede,2,4
12559,pensions,2,4
12560,kara,2,4
12561,skylight,2,4
12562,oml,2,4
12563,incidental,2,4
12564,tsm,2,4
12565,orally,2,4
12566,voiced,2,4
12567,jm,2,4
12568,receding,2,4
12569,hurt,2,4
12570,coincide,2,4
12571,lwi,2,4
12572,rcs,2,4
12573,mutagen,2,4
12574,stoves,2,4
12575,obvious,2,4
12576,regret,2,4
12577,tata,2,4
12578,unintentional,2,4
12579,cues,2,4
12580,karo,2,4
12581,valor,2,4
12582,mura,2,4
12583,variance,2,4
12584,attendant,2,4
12585,ifs,2,4
12586,misleading,2,4
12587,urges,2,4
12588,broker,2,4
12589,defibrillator,2,4
12590,accolade,2,4
12591,tki,2,4
12592,rdc,2,4
12593,sarbanes,2,4
12594,constituted,2,4
12595,oxley,2,4
12596,sweep,2,4
12597,sovereign,2,4
12598,lcs,2,4
12599,cookie,2,4
12600,orbit,2,4
12601,coke,2,4
12602,reap,2,4
12603,jt,2,4
12604,shirts,2,4
12605,composter,2,4
12606,forgo,2,4
12607,psis,2,4
12608,width,2,4
12609,sally,2,4
12610,pj,2,4
12611,convince,2,4
12612,remember,2,4
12613,ransom,2,4
12614,attacker,2,4
12615,timescale,2,4
12616,moon,2,4
12617,tmc,2,4
12618,mx,2,4
12619,swat,2,4
12620,voucher,2,4
12621,rotate,2,4
12622,jak,2,4
12623,berger,2,4
12624,greet,2,4
12625,tasha,2,4
12626,hinson,2,4
12627,stolen,2,3
12628,boreal,2,3
12629,correlation,2,3
12630,plating,2,3
12631,cns,2,3
12632,accrual,2,3
12633,hoa,2,3
12634,basing,2,3
12635,ordinance,2,3
12636,admit,2,3
12637,fsb,2,3
12638,accumulation,2,3
12639,joel,2,3
12640,tpm,2,3
12641,retrospective,2,3
12642,shoreline,2,3
12643,jacket,2,3
12644,replicable,2,3
12645,gef,2,3
12646,inquire,2,3
12647,successor,2,3
12648,resonate,2,3
12649,mortgage,2,3
12650,picnic,2,3
12651,liaise,2,3
12652,kota,2,3
12653,blazer,2,3
12654,phenomena,2,3
12655,moj,2,3
12656,vector,2,3
12657,chromatography,2,3
12658,ntt,2,3
12659,droplet,2,3
12660,ineffective,2,3
12661,syndicate,2,3
12662,staple,2,3
12663,prescriber,2,3
12664,steven,2,3
12665,dana,2,3
12666,precarious,2,3
12667,collector,2,3
12668,josh,2,3
12669,isabel,2,3
12670,impactt,2,3
12671,heathrow,2,3
12672,resettle,2,3
12673,roadshows,2,3
12674,constellation,2,3
12675,retainer,2,3
12676,incarceration,2,3
12677,weighs,2,3
12678,usb,2,3
12679,wto,2,3
12680,icma,2,3
12681,awardee,2,3
12682,seascape,2,3
12683,dunn,2,3
12684,enlarge,2,3
12685,continuum,2,3
12686,surprising,2,3
12687,replant,2,3
12688,rideshare,2,3
12689,pem,2,3
12690,gravity,2,3
12691,plateau,2,3
12692,diploma,2,3
12693,posits,2,3
12694,factoring,2,3
12695,spraying,2,3
12696,savor,2,3
12697,mittal,2,3
12698,fontan,2,3
12699,reorganize,2,3
12700,plaza,2,3
12701,spices,2,3
12702,magnify,2,3
12703,forty,2,3
12704,timed,2,3
12705,martins,2,3
12706,vibe,2,3
12707,strips,2,3
12708,apn,2,3
12709,thirst,2,3
12710,unequivocal,2,3
12711,clocking,2,3
12712,bands,2,3
12713,rebalance,2,3
12714,worrying,2,3
12715,holland,2,3
12716,mineralized,2,3
12717,carbonate,2,3
12718,vibration,2,3
12719,consummate,2,3
12720,shah,2,3
12721,entitlement,2,3
12722,persuade,2,3
12723,countering,2,3
12724,notion,2,3
12725,plaque,2,3
12726,provincial,2,3
12727,exits,2,3
12728,flake,2,3
12729,definitely,2,3
12730,fencing,2,3
12731,boma,2,3
12732,mva,2,3
12733,reformulate,2,3
12734,singh,2,3
12735,folds,2,3
12736,inflammatory,2,3
12737,pig,2,3
12738,manifestation,2,3
12739,companions,2,3
12740,fierce,2,3
12741,substrate,2,3
12742,mushroom,2,3
12743,nii,2,3
12744,literate,2,3
12745,burger,2,3
12746,idb,2,3
12747,skillful,2,3
12748,impoundment,2,3
12749,missile,2,3
12750,muslim,2,3
12751,tolerant,2,3
12752,evening,2,3
12753,practiced,2,3
12754,daycare,2,3
12755,reconfigure,2,3
12756,intricate,2,3
12757,aratu,2,3
12758,asap,2,3
12759,communal,2,3
12760,famous,2,3
12761,whitepaper,2,3
12762,bulletin,2,3
12763,contour,2,3
12764,connector,2,3
12765,cyclists,2,3
12766,consultancies,2,3
12767,emr,2,3
12768,proofing,2,3
12769,ignore,2,3
12770,boots,2,3
12771,rationalization,2,3
12772,staggering,2,3
12773,whip,2,3
12774,transmitted,2,3
12775,beam,2,3
12776,psg,2,3
12777,saturday,2,3
12778,metallurgical,2,3
12779,flores,2,3
12780,blasting,2,3
12781,erode,2,3
12782,hydrochlorofluorocarbon,2,3
12783,tracer,2,3
12784,edwards,2,3
12785,pharmacist,2,3
12786,mayor,2,3
12787,doctoral,2,3
12788,reproduction,2,3
12789,wearables,2,3
12790,herd,2,3
12791,baseball,2,3
12792,laminate,2,3
12793,uneconomic,2,3
12794,emitter,2,3
12795,lyon,2,3
12796,conduit,2,3
12797,touring,2,3
12798,hospice,2,3
12799,necessities,2,3
12800,wheelchair,2,3
12801,rcps,2,3
12802,contaminated,2,3
12803,foodbank,2,3
12804,energystar,2,3
12805,endless,2,3
12806,reiterate,2,3
12807,mellody,2,2
12808,calibration,2,2
12809,madhya,2,2
12810,cbp,2,2
12811,pipeda,2,2
12812,ccf,2,2
12813,hacr,2,2
12814,raleigh,2,2
12815,principals,2,2
12816,distracted,2,2
12817,conductivity,2,2
12818,programing,2,2
12819,podium,2,2
12820,bestselling,2,2
12821,sponsees,2,2
12822,mekong,2,2
12823,sizeable,2,2
12824,serology,2,2
12825,balloon,2,2
12826,artistry,2,2
12827,neutralizing,2,2
12828,transcription,2,2
12829,sutton,2,2
12830,truest,2,2
12831,attractiveness,2,2
12832,rayong,2,2
12833,redeployment,2,2
12834,gamified,2,2
12835,intersects,2,2
12836,uncovering,2,2
12837,influenza,2,2
12838,keenly,2,2
12839,omnichannel,2,2
12840,repricing,2,2
12841,engineless,2,2
12842,hobson,2,2
12843,grapples,2,2
12844,coalesce,2,2
12845,auctions,2,2
12846,dawn,2,2
12847,trended,2,2
12848,newfound,2,2
12849,reviewers,2,2
12850,aureus,2,2
12851,bidding,2,2
12852,terminating,2,2
12853,nonenergy,2,2
12854,olam,2,2
12855,benches,2,2
12856,combats,2,2
12857,catalyzed,2,2
12858,asq,2,2
12859,prolonging,2,2
12860,haccp,2,2
12861,stationery,2,2
12862,wcf,2,2
12863,categorizing,2,2
12864,toulouse,2,2
12865,optionality,2,2
12866,stonewall,2,2
12867,coupons,2,2
12868,conclusive,2,2
12869,phosphorous,2,2
12870,downloading,2,2
12871,blooms,2,2
12872,worsened,2,2
12873,dailypay,2,2
12874,cleanroom,2,2
12875,implicate,2,2
12876,sterilization,2,2
12877,limnotech,2,2
12878,mixtures,2,2
12879,lucky,2,2
12880,hilversum,2,2
12881,tailors,2,2
12882,proliferation,2,2
12883,xenophobia,2,2
12884,richly,2,2
12885,resurface,2,2
12886,hainan,2,2
12887,notions,2,2
12888,precipitated,2,2
12889,silica,2,2
12890,stretches,2,2
12891,burnaby,2,2
12892,tuas,2,2
12893,socialization,2,2
12894,skillsoft,2,2
12895,clicking,2,2
12896,microlearning,2,2
12897,ecotourism,2,2
12898,jill,2,2
12899,surpasses,2,2
12900,aup,2,2
12901,politically,2,2
12902,biosphere,2,2
12903,egfr,2,2
12904,abating,2,2
12905,fritz,2,2
12906,endured,2,2
12907,corporateresponsibility,2,2
12908,unfolded,2,2
12909,neatly,2,2
12910,repeating,2,2
12911,flashpoint,2,2
12912,ifra,2,2
12913,reaudit,2,2
12914,occupies,2,2
12915,algeria,2,2
12916,reworked,2,2
12917,resembles,2,2
12918,prosecute,2,2
12919,condensed,2,2
12920,clarification,2,2
12921,barnes,2,2
12922,beneﬁts,2,2
12923,kbas,2,2
12924,appointing,2,2
12925,accrediting,2,2
12926,meats,2,2
12927,profiled,2,2
12928,constituting,2,2
12929,passwords,2,2
12930,chronically,2,2
12931,bones,2,2
12932,plantains,2,2
12933,nonstop,2,2
12934,vanity,2,2
12935,rodriguez,2,2
12936,colombians,2,2
12937,curating,2,2
12938,hinders,2,2
12939,beer,2,2
12940,yao,2,2
12941,regrown,2,2
12942,shortest,2,2
12943,schultz,2,2
12944,antibribery,2,2
12945,mood,2,2
12946,cools,2,2
12947,bioreactors,2,2
12948,reinvention,2,2
12949,laureates,2,2
12950,beads,2,2
12951,modulation,2,2
12952,biosystems,2,2
12953,tributary,2,2
12954,pará,2,2
12955,itemized,2,2
12956,decker,2,2
12957,tackles,2,2
12958,swamp,2,2
12959,snapshots,2,2
12960,impactum,2,2
12961,immaculate,2,2
12962,callebaut,2,2
12963,narrowed,2,2
12964,comparably,2,2
12965,infrequent,2,2
12966,bribes,2,2
12967,departmental,2,2
12968,compounded,2,2
12969,swept,2,2
12970,memos,2,2
12971,oldest,2,2
12972,shredding,2,2
12973,symptomatic,2,2
12974,syria,2,2
12975,staged,2,2
12976,liberia,2,2
12977,carrollton,2,2
12978,hazlet,2,2
12979,hiatus,2,2
12980,binder,2,2
12981,uspaacc,2,2
12982,subjective,2,2
12983,suspensions,2,2
12984,captains,2,2
12985,biologically,2,2
12986,valorization,2,2
12987,teal,2,2
12988,plantain,2,2
12989,balls,2,2
12990,sweeping,2,2
12991,reasoned,2,2
12992,yara,2,2
12993,lacking,2,2
12994,warmed,2,2
12995,pepper,2,2
12996,haute,2,2
12997,ushcc,2,2
12998,ebn,2,2
12999,unfolding,2,2
13000,complacency,2,2
13001,barometer,2,2
13002,mudslides,2,2
13003,interdisciplinary,2,2
13004,mentality,2,2
13005,interacted,2,2
13006,elearning,2,2
13007,acacia,2,2
13008,perpetuate,2,2
13009,courageously,2,2
13010,bryant,2,2
13011,rituals,2,2
13012,gladstone,2,2
13013,slums,2,2
13014,taxing,2,2
13015,myths,2,2
13016,glide,2,2
13017,comfortably,2,2
13018,spun,2,2
13019,pertains,2,2
13020,sohar,2,2
13021,illuminated,2,2
13022,defibrillators,2,2
13023,antiracist,2,2
13024,persisted,2,2
13025,poe,2,2
13026,bdpa,2,2
13027,seveso,2,2
13028,proteomics,2,2
13029,modifies,2,2
13030,katherine,2,2
13031,recovers,2,2
13032,paralympic,2,2
13033,homemade,2,2
13034,motivations,2,2
13035,preservations,2,2
13036,proficient,2,2
13037,graves,2,2
13038,nephritis,2,2
13039,broadcasts,2,2
13040,sjögren,2,2
13041,exchanged,2,2
13042,nucleic,2,2
13043,auditability,2,2
13044,colder,2,2
13045,spanned,2,2
13046,oslo,2,2
13047,abbvie,2,2
13048,lessens,2,2
13049,solidified,2,2
13050,explorers,2,2
13051,overwrap,2,2
13052,simulating,2,2
13053,ambiguous,2,2
13054,relatable,2,2
13055,laminated,2,2
13056,tomé,2,2
13057,pilar,2,2
13058,uncontested,2,2
13059,envisioned,2,2
13060,finder,2,2
13061,descriptor,2,2
13062,bluebird,2,2
13063,tenfold,2,2
13064,maybe,2,2
13065,infusing,2,2
13066,whilst,2,2
13067,agroecological,2,2
13068,firefighter,2,2
13069,philosophies,2,2
13070,latency,2,2
13071,seventy,2,2
13072,harming,2,2
13073,expectancy,2,2
13074,closeout,2,2
13075,operationalizes,2,2
13076,decides,2,2
13077,grab,2,2
13078,untapped,2,2
13079,tackled,2,2
13080,locals,2,2
13081,drucker,2,2
13082,diminishes,2,2
13083,liked,2,2
13084,suv,2,2
13085,timescales,2,2
13086,levied,2,2
13087,finnish,2,2
13088,schneider,2,2
13089,landmarks,2,2
13090,rwandans,2,2
13091,persisting,2,2
13092,immunity,2,2
13093,harvey,2,2
13094,kolkata,2,2
13095,durations,2,2
13096,olefin,2,2
13097,concordia,2,2
13098,pits,2,2
13099,afforded,2,2
13100,apas,2,2
13101,evaporates,2,2
13102,meadows,2,2
13103,hrh,2,2
13104,intensively,2,2
13105,vaccinating,2,2
13106,byd,2,2
13107,suzanne,2,2
13108,peninsula,2,2
13109,injecting,2,2
13110,configurations,2,2
13111,submetered,2,2
13112,trillions,2,2
13113,shaded,2,2
13114,lofty,2,2
13115,magnitudes,2,2
13116,testimony,2,2
13117,canals,2,2
13118,illustrating,2,2
13119,harnesses,2,2
13120,sociodemographic,2,2
13121,walter,2,2
13122,reconciled,2,2
13123,warmer,2,2
13124,gotten,2,2
13125,casings,2,2
13126,topography,2,2
13127,rockies,2,2
13128,hcfcs,2,2
13129,hydrochlorofluorocarbons,2,2
13130,persevere,2,2
13131,mosquito,2,2
13132,unjust,2,2
13133,dirty,2,2
13134,coders,2,2
13135,perquisites,2,2
13136,dismantled,2,2
13137,counterparty,2,2
13138,grocers,2,2
13139,oifr,2,2
13140,bulky,2,2
13141,envisaged,2,2
13142,blockers,2,2
13143,expediting,2,2
13144,thereunder,2,2
13145,deepest,2,2
13146,outgoing,2,2
13147,extinguisher,2,2
13148,multimodal,2,2
13149,enjoys,2,2
13150,scooters,2,2
13151,williamsburg,2,2
13152,bicycles,2,2
13153,roberts,2,2
13154,petersburg,2,2
13155,ivf,2,2
13156,richer,2,2
13157,malta,2,2
13158,assistive,2,2
13159,restorative,2,2
13160,reignite,2,2
13161,usgbc,2,2
13162,metabolism,2,2
13163,wanting,2,2
13164,churches,2,2
13165,invitational,2,2
13166,bioethanol,2,2
13167,sampled,2,2
13168,nih,2,2
13169,calibrated,2,2
13170,trialed,2,2
13171,trialing,2,2
13172,ibat,2,2
13173,alfa,2,2
13174,webb,2,2
13175,manifested,2,2
13176,envisions,2,2
13177,discovers,2,2
13178,cloudy,2,2
13179,theodore,2,2
13180,contagion,2,2
13181,floral,2,2
13182,exon,2,2
13183,economizer,2,2
13184,offloading,2,2
13185,emanating,2,2
13186,specifics,2,2
13187,microwave,2,2
13188,ablation,2,2
13189,spine,2,2
13190,evapotranspiration,2,2
13191,painful,2,2
13192,burdensome,2,2
13193,netflix,2,2
13194,wesley,2,2
13195,shrinking,2,2
13196,actuals,2,2
13197,homage,2,2
13198,allergic,2,2
13199,checkpoints,2,2
13200,pardo,2,2
13201,claire,2,2
13202,organs,2,2
13203,unintentionally,2,2
13204,infographics,2,2
13205,stringently,2,2
13206,scin,2,2
13207,compacts,2,2
13208,hurst,2,2
13209,sprays,2,2
13210,pharmacokinetic,2,2
13211,parsons,2,2
13212,hurting,2,2
13213,judging,2,2
13214,emv,2,2
13215,seatbelt,2,2
13216,risen,2,2
13217,imminent,2,2
13218,disaggregated,2,2
13219,facade,2,2
13220,turkish,2,2
13221,interpreted,2,2
13222,wired,2,2
13223,adhd,2,2
13224,tourette,2,2
13225,intrusions,2,2
13226,tailgating,2,2
13227,qiandao,2,2
13228,towel,2,2
13229,teda,2,2
13230,discrepancy,2,2
13231,drier,2,2
13232,socioeconomically,2,2
13233,biobank,2,2
13234,salts,2,2
13235,contagious,2,2
13236,childbirth,2,2
13237,eyeglasses,2,2
13238,hollow,2,2
13239,flavoring,2,2
13240,mimicking,2,2
13241,irreplaceable,2,2
13242,counterparties,2,2
13243,publishers,2,2
13244,peptide,2,2
13245,skincare,2,2
13246,attacked,2,2
13247,leaflets,2,2
13248,biodegrades,2,2
13249,wbscd,2,2
13250,reforesting,2,2
13251,heaters,2,2
13252,togo,2,2
13253,lotion,2,2
13254,parkinson,2,2
13255,reformulations,2,2
13256,microaggressions,2,2
13257,outlay,2,2
13258,raters,2,2
13259,uncertified,2,2
13260,implies,2,2
13261,unsweetened,2,2
13262,evergreen,2,2
13263,smallest,2,2
13264,propelling,2,2
13265,drinkable,2,2
13266,dax,2,2
13267,infancy,2,2
13268,monthlong,2,2
13269,faults,2,2
13270,withdraws,2,2
13271,arrested,2,2
13272,spearheads,2,2
13273,postponing,2,2
13274,democratize,2,2
13275,capitalized,2,2
13276,vidal,2,2
13277,logan,2,2
13278,operationalization,2,2
13279,vending,2,2
13280,preparatory,2,2
13281,relaxation,2,2
13282,intractable,2,2
13283,characterizations,2,2
13284,unveils,2,2
13285,neurology,2,2
13286,passports,2,2
13287,marci,2,2
13288,katrina,2,2
13289,microfibre,2,2
13290,reformulating,2,2
13291,giveindia,2,2
13292,resonance,2,2
13293,randomly,2,2
13294,wilderness,2,2
13295,polls,2,2
13296,lingo,2,2
13297,tomato,2,2
13298,bakery,2,2
13299,aqueous,2,2
13300,amply,2,2
13301,elaborate,2,2
13302,erika,2,2
13303,hackett,2,2
13304,drilled,2,2
13305,specializations,2,2
13306,evacuations,2,2
13307,checkups,2,2
13308,cybercrime,2,2
13309,adapts,2,2
13310,killings,2,2
13311,vicinity,2,2
13312,beneficence,2,2
13313,anthony,2,2
13314,industree,2,2
13315,unpermitted,2,2
13316,abiding,2,2
13317,penalize,2,2
13318,approximation,2,2
13319,twentyfifty,2,2
13320,legs,2,2
13321,travelling,2,2
13322,overuse,2,2
13323,hiking,2,2
13324,sounding,2,2
13325,unconstrained,2,2
13326,unstereotype,2,2
13327,omada,2,2
13328,lesbians,2,2
13329,defends,2,2
13330,remittances,2,2
13331,vci,2,2
13332,moderating,2,2
13333,tremendously,2,2
13334,rainbows,2,2
13335,outlaw,2,2
13336,nonexistent,2,2
13337,equated,2,2
13338,deactivate,2,2
13339,secretaries,2,2
13340,productively,2,2
13341,retraining,2,2
13342,biochemistry,2,2
13343,reorganized,2,2
13344,jenny,2,2
13345,opposing,2,2
13346,economists,2,2
13347,demolitions,2,2
13348,reinstated,2,2
13349,spotlighting,2,2
13350,krista,2,2
13351,breakouts,2,2
13352,shrinks,2,2
13353,dictating,2,2
13354,eradicating,2,2
13355,biannually,2,2
13356,expectant,2,2
13357,rmp,2,2
13358,sterile,2,2
13359,siloed,2,2
13360,peering,2,2
13361,anticompetitive,2,2
13362,oximeters,2,2
13363,preceding,2,2
13364,yoy,2,2
13365,bowler,2,2
13366,untouched,2,2
13367,fences,2,2
13368,collaboratives,2,2
13369,uptick,2,2
13370,javier,2,2
13371,fiduciary,2,2
13372,gesellschaft,2,2
13373,lunches,2,2
13374,stocking,2,2
13375,livestream,2,2
13376,indulgent,2,2
13377,magazines,2,2
13378,iesba,2,2
13379,matchmaking,2,2
13380,rooting,2,2
13381,dictated,2,2
13382,paychecks,2,2
13383,cautious,2,2
13384,tutorial,2,2
13385,intolerance,2,2
13386,firing,2,2
13387,juarez,2,2
13388,ciudad,2,2
13389,spreadsheets,2,2
13390,pleasure,2,2
13391,unimaginable,2,2
13392,buyback,2,2
13393,deficits,2,2
13394,ecoact,2,2
13395,captioned,2,2
13396,smes,2,2
13397,bharti,2,2
13398,husband,2,2
13399,parasites,2,2
13400,escherichia,2,2
13401,tcs,2,2
13402,cbas,2,2
13403,havens,2,2
13404,repatriate,2,2
13405,egyptian,2,2
13406,louise,2,2
13407,orphanage,2,2
13408,bagasse,2,2
13409,repositioned,2,2
13410,sandwiches,2,2
13411,exploiting,2,2
13412,slaughter,2,2
13413,surely,2,2
13414,illegitimate,2,2
13415,bitumen,2,2
13416,piracy,2,2
13417,prouder,2,2
13418,specimens,2,2
13419,disruptors,2,2
13420,prosecution,2,2
13421,barcelona,2,2
13422,covert,2,2
13423,dawe,2,2
13424,memorializes,2,2
13425,decarbonizes,2,2
13426,authorizing,2,2
13427,enthusiastically,2,2
13428,istanbul,2,2
13429,reinsurer,2,2
13430,permissibility,2,2
13431,overstated,2,2
13432,tailwinds,2,2
13433,seasonally,2,2
13434,realms,2,2
13435,vintage,2,2
13436,inflection,2,2
13437,blame,2,2
13438,fulsome,2,2
13439,cfl,2,2
13440,predominately,2,2
13441,outperformed,2,2
13442,conforming,2,2
13443,tsvcm,2,2
13444,pavement,2,2
13445,globalized,2,2
13446,oftentimes,2,2
13447,blocked,2,2
13448,experimented,2,2
13449,encore,2,2
13450,fluidly,2,2
13451,biking,2,2
13452,haptic,2,2
13453,flies,2,2
13454,binds,2,2
13455,commercializes,2,2
13456,kirby,2,2
13457,irreversible,2,2
13458,multipronged,2,2
13459,pavilion,2,2
13460,stationed,2,2
13461,foodbanks,2,2
13462,cooperating,2,2
13463,vigeo,2,2
13464,edh,2,2
13465,chronicle,2,2
13466,malfunction,2,2
13467,backpacks,2,2
13468,flown,2,2
13469,rakow,2,2
13470,taxed,2,2
13471,possesses,2,2
13472,kicking,2,2
13473,creed,2,2
13474,hyperconnected,2,2
13475,sorbent,2,2
13476,saleable,2,2
13477,scanned,2,2
13478,sunsetting,2,2
13479,sanding,2,2
13480,nearing,2,2
13481,winnipeg,2,2
13482,exchanging,2,2
13483,goalsetter,2,2
13484,authentically,2,2
13485,browser,2,2
13486,endeavour,2,2
13487,weekends,2,2
13488,ledger,2,2
13489,buffers,2,2
13490,enshrined,2,2
13491,repositories,2,2
13492,restarted,2,2
13493,cib,2,2
13494,momentous,2,2
13495,champs,2,2
13496,nonemployee,2,2
13497,emily,2,2
13498,bcf,2,2
13499,confirmations,2,2
13500,audiobooks,2,2
13501,starbuck,2,2
13502,caroline,2,2
13503,alexis,2,2
13504,absorbs,2,2
13505,pcpc,2,2
13506,touching,2,2
13507,freeway,2,2
13508,spirits,2,2
13509,concluding,2,2
13510,kuhn,2,2
13511,exporters,2,2
13512,somewhere,2,2
13513,synthetically,2,2
13514,zippers,2,2
13515,tournament,2,2
13516,rebaselined,2,2
13517,typhoons,2,2
13518,jonathan,2,2
13519,currencies,2,2
13520,bailey,2,2
13521,pronouncements,2,2
13522,purdue,2,2
13523,afghans,2,2
13524,kabul,2,2
13525,adams,2,2
13526,maasai,2,2
13527,unsung,2,2
13528,atypical,2,2
13529,remembers,2,2
13530,pinpointing,2,2
13531,stomach,2,2
13532,surprised,2,2
13533,aerostructures,2,2
13534,unoccupied,2,2
13535,subtracted,2,2
13536,tots,2,2
13537,aerosols,2,2
13538,mmbtus,2,2
13539,ipf,2,2
13540,decennial,2,2
13541,tyson,2,2
13542,plateaued,2,2
13543,cacao,2,2
13544,papaya,2,2
